contrast,dissimilarity,homogeneity,energy,correlation,label
2.603514703675115,0.6970167835241652,0.731394149001001,0.3649080020110061,0.9996306075972122,1
5.514996954933009,0.8279646613009801,0.7013232234683584,0.3354193533037488,0.9991918462035956,0
3.1774795588718785,0.6715151807538916,0.739749822300501,0.3412661961470756,0.9996871567393324,0
6.019092122232572,0.8588141255284087,0.6961977538301609,0.3242060095441711,0.9992336966298444,1
5.2876958893585835,0.8126649411287048,0.7128291141876429,0.3661988196688404,0.9991963093905868,0
2.8784664150835515,0.8394455701359406,0.6964660849404158,0.3619437134513466,0.9994190347393552,1
3.1093946549308864,0.8265990626384778,0.7028378369598749,0.3647629451331017,0.99957303406225,1
3.0125311351973365,0.8258968455622742,0.7004594762807383,0.3597122862107091,0.9994953539865866,1
1.8006684016610204,0.7218311337678861,0.7193558839482872,0.3826642261434263,0.999245681594826,1
2.3270794916877517,0.8031621210171964,0.7030204959321396,0.3793314273655923,0.9994314984412,1
3.561388379647497,0.8745244846834483,0.6919825504024387,0.3596448979280206,0.9994005261977776,1
4.126313309530064,0.9208091021629928,0.6869166989676738,0.3827917810864417,0.9989408200700224,1
2.664460624026187,0.6821031580113499,0.7338473871220181,0.3539831203428908,0.9996059653963191,0
6.7093851751013025,0.7737161957759148,0.7168906647466006,0.3074675023419384,0.9991638018440406,1
1.9965393920551195,0.7175595365724661,0.7204400938249348,0.3719190718178131,0.9996184397187284,1
6.197344395256746,0.8420676879306135,0.7330054783457871,0.3621919304397132,0.9989347037511828,1
2.1424986956273138,0.7876065833297597,0.7052800724276105,0.3792495463963918,0.999443533447153,1
3.22291148491216,0.8308058879025687,0.7020142284645083,0.3618355263264202,0.9995522994902176,1
2.7404678052232097,0.823257501036351,0.7001645286622301,0.36370478978398696,0.9995084133213448,1
2.0925514959189218,0.7036023021284503,0.7240352968285435,0.3677132085374746,0.9995624419913084,1
2.776168753662964,0.6808021355975813,0.7362087978588335,0.3636381163351503,0.9995837643962604,0
6.517172535884023,0.8497654999880584,0.7011436664983146,0.3291127994974006,0.9991865114281964,1
5.0544109188539394,0.9341606262886802,0.6830288126410446,0.35489859219071124,0.9991564286312616,1
3.1309226113898543,0.7335762950812642,0.7236621091908942,0.3547868472880649,0.9996498839040744,0
2.4163354364109386,0.8147980634532644,0.7010499383454959,0.3789714568275669,0.999312887442686,1
1.2707464496047576,0.6054994049916379,0.7497756148248705,0.3935829291836229,0.9991809132625822,1
5.628927495921665,0.8179382924438495,0.734115743724124,0.4024524670790457,0.9984402075239092,1
4.0985044831110535,0.5860030536615349,0.7720554268679807,0.3229613524471772,0.9996931038716176,0
2.271035243077891,0.7576278999957118,0.7124261770039721,0.37325827762812297,0.9992523681341297,1
3.316967253098332,0.6579543951999084,0.7442512005578337,0.34068981871987525,0.9996897164208846,0
